文件名,键名,日文原文,当前使用,使用来源,todo/new_翻译,jp_cn_翻译,data_翻译
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-hold-select-0_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-hold-select-0_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-hold-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-hold-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-hold-select-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-hold-select-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-idol-unique-1-hand-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-idol-unique-1-hand-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-p_card-00-acc-0_002-lost-random-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck_grave-p_card-00-acc-0_002-lost-random-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck-hold-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-deck-hold-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-1-grave-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-1-grave-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-2-grave-random-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-2-grave-random-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-2-grave-select-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-2-grave-select-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-3-grave-select-3_3|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-3-grave-select-3_3|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-hold-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-hold-select-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-hold-select-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-hand-hold-select-2_2|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-lost-deck_last-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-lost-deck_last-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-lost-min_max-4_99-deck_random-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-lost-min_max-4_99-deck_random-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-lost-p_card-01-ido-3_164-hand-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-lost-p_card-01-ido-3_164-hand-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-lost-p_card-02-ido-3_104-hand-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-lost-p_card-02-ido-3_104-hand-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[4].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-playing-is_self-hold-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-playing-is_self-hold-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-sr-lost-deck_last-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-sr-lost-deck_last-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-sr-ssr-lost-deck_last-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-sr-ssr-lost-deck_last-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-ssr-deck_grave-hand-random-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-ssr-deck_grave-hand-random-1_1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||customizeProduceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
ProduceExamEffect.json,e_effect-exam_card_move-p_card_search-ssr-lost-deck_last-all-0_0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardGrowEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|ProduceStepBusinessType_Unknown||produceDescriptions[2].text,に移動,移動,todo/new,移動,,中移動
