文件名,键名,日文原文,当前使用,使用来源,todo/new_翻译,jp_cn_翻译,data_翻译
Mission.json,mission-story-event-004-mission_6|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-story-event-006-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-story-event-006-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-story-event-006-mission_3|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-story-event-006-mission_4|name,プロデュースの相談で{threshold}回交換しよう,在培育的咨询中兑换{threshold}次吧,jp_cn,,在培育的咨询中兑换{threshold}次吧,在培育的咨询中兑换{threshold}次
Mission.json,mission-story-event-006-mission_6|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-story-event-007-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-story-event-007-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-story-event-007-mission_3|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-story-event-007-mission_4|name,プロデュースの相談で{threshold}回交換しよう,在培育的咨询中兑换{threshold}次吧,jp_cn,,在培育的咨询中兑换{threshold}次吧,在培育的咨询中兑换{threshold}次
Mission.json,mission-story-event-007-mission_6|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-story-event-008-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-story-event-008-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-story-event-008-mission_3|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-story-event-008-mission_4|name,プロデュースの相談で{threshold}回交換しよう,在培育的咨询中兑换{threshold}次吧,jp_cn,,在培育的咨询中兑换{threshold}次吧,在培育的咨询中兑换{threshold}次
Mission.json,mission-story-event-008-mission_6|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-story-event-013-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-story-event-013-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-story-event-013-mission_3|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-story-event-013-mission_4|name,プロデュースの相談で{threshold}回交換しよう,在培育的咨询中兑换{threshold}次吧,jp_cn,,在培育的咨询中兑换{threshold}次吧,在培育的咨询中兑换{threshold}次
Mission.json,mission-story-event-013-mission_6|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-weekly-incrementlogincount-1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-weekly-incrementmoneyexchangecount-1|name,マニー交換所で{threshold}回交換しよう,在金币兑换所兑换{threshold}次吧,jp_cn,,在金币兑换所兑换{threshold}次吧,在金币兑换所兑换{threshold}次
Mission.json,mission-weekly-incrementproduceclearcount-1|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-weekly-incrementpvpratewincount-1|name,コンテストに{threshold}回挑戦しよう,挑战{threshold}次竞技场吧,jp_cn,,挑战{threshold}次竞技场吧,挑战{threshold}次竞技场
Mission.json,mission-weekly-incrementsupportcardenhancecount-1|name,サポートカードを{threshold}回強化しよう,强化{threshold}次支援卡吧,jp_cn,,强化{threshold}次支援卡吧,强化{threshold}次支援卡
Mission.json,mission-weekly-incrementworktimecount-1|name,お仕事を合計{threshold}時間しよう,进行累计{threshold}小时的工作吧,jp_cn,,进行累计{threshold}小时的工作吧,进行累计{threshold}小时的工作
Mission.json,panel_mission-event-002-mission_1|name,プロデュースの相談で{threshold}回交換しよう,在培育的咨询中兑换{threshold}次吧,jp_cn,,在培育的咨询中兑换{threshold}次吧,在培育的咨询中兑换{threshold}次
Mission.json,panel_mission-event-002-mission_11|name,プラン：センスのプロデュースを{threshold}回完了しよう,完成{threshold}次方案：感性的培育吧,jp_cn,,完成{threshold}次方案：感性的培育吧,完成{threshold}次方案：感性的培育
Mission.json,panel_mission-event-002-mission_12|name,プラン：ロジックのプロデュースを{threshold}回完了しよう,完成{threshold}次方案：逻辑的培育吧,jp_cn,,完成{threshold}次方案：逻辑的培育吧,完成{threshold}次方案：逻辑的培育
Mission.json,panel_mission-event-002-mission_14|name,プロデュースでスキルカードを{threshold}回強化しよう,在培育中强化{threshold}次技能卡吧,jp_cn,,在培育中强化{threshold}次技能卡吧,在培育中强化{threshold}次技能卡
Mission.json,panel_mission-event-002-mission_15|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,panel_mission-event-002-mission_16|name,Pドリンクを合計{threshold}獲得しよう,累计获得{threshold}P饮料吧,jp_cn,,累计获得{threshold}P饮料吧,累计获得{threshold}P饮料
Mission.json,panel_mission-event-002-mission_17|name,プロデュースで体力を合計{threshold}消費しよう,在培育中消费累计{threshold}体力吧,jp_cn,,在培育中消费累计{threshold}体力吧,在培育中消费累计{threshold}体力
Mission.json,panel_mission-event-002-mission_18|name,スキルカードを合計{threshold}獲得しよう,累计获得{threshold}技能卡吧,jp_cn,,累计获得{threshold}技能卡吧,累计获得{threshold}技能卡
Mission.json,panel_mission-event-002-mission_19|name,Pポイントを合計{threshold}獲得しよう,累计获得{threshold}P点数吧,jp_cn,,累计获得{threshold}P点数吧,累计获得{threshold}P点数
Mission.json,panel_mission-event-002-mission_2|name,SPボーカルレッスンを{threshold}回クリアしよう,通关{threshold}次SP歌唱课程吧,jp_cn,,通关{threshold}次SP歌唱课程吧,通关{threshold}次SP歌唱课程
Mission.json,panel_mission-event-002-mission_3|name,SPダンスレッスンを{threshold}回クリアしよう,通关{threshold}次SP舞蹈课程吧,jp_cn,,通关{threshold}次SP舞蹈课程吧,通关{threshold}次SP舞蹈课程
Mission.json,panel_mission-event-002-mission_4|name,SPビジュアルレッスンを{threshold}回クリアしよう,通关{threshold}次SP视觉课程吧,jp_cn,,通关{threshold}次SP视觉课程吧,通关{threshold}次SP视觉课程
Mission.json,panel_mission-event-002-mission_5|name,レッスンを{threshold}回クリアしよう,通关{threshold}次课程吧,jp_cn,,通关{threshold}次课程吧,通关{threshold}次课程
Mission.json,panel_mission-event-002-mission_6|name,プロデュースで相談を{threshold}回選択しよう,在培育中选择{threshold}次咨询吧,jp_cn,,在培育中选择{threshold}次咨询吧,在培育中选择{threshold}次咨询
Mission.json,panel_mission-event-002-mission_7|name,プロデュースでお出かけを{threshold}回選択しよう,在培育中选择{threshold}次外出吧,jp_cn,,在培育中选择{threshold}次外出吧,在培育中选择{threshold}次外出
Mission.json,panel_mission-event-002-mission_8|name,プロデュースで活動支給を{threshold}回選択しよう,在培育中选择{threshold}次活动支给吧,jp_cn,,在培育中选择{threshold}次活动支给吧,在培育中选择{threshold}次活动支给
Mission.json,panel_mission-event-003-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,panel_mission-event-003-mission_2|name,ボーカルレッスンを{threshold}回クリアしよう,通关{threshold}次歌唱课程吧,jp_cn,,通关{threshold}次歌唱课程吧,通关{threshold}次歌唱课程
Mission.json,panel_mission-event-003-mission_3|name,ダンスレッスンを{threshold}回クリアしよう,通关{threshold}次舞蹈课程吧,jp_cn,,通关{threshold}次舞蹈课程吧,通关{threshold}次舞蹈课程
Mission.json,panel_mission-event-003-mission_4|name,ビジュアルレッスンを{threshold}回クリアしよう,通关{threshold}次视觉课程吧,jp_cn,,通关{threshold}次视觉课程吧,通关{threshold}次视觉课程
Mission.json,panel_mission-event-003-mission_5|name,APを{threshold}消費しよう,消耗{threshold}点AP吧,jp_cn,,消耗{threshold}点AP吧,消耗{threshold}点AP
Mission.json,panel_mission-event-003-mission_6|name,Pポイントを合計{threshold}獲得しよう,累计获得{threshold}P点数吧,jp_cn,,累计获得{threshold}P点数吧,累计获得{threshold}P点数
Mission.json,panel_mission-event-003-mission_7|name,スキルカードを合計{threshold}獲得しよう,累计获得{threshold}技能卡吧,jp_cn,,累计获得{threshold}技能卡吧,累计获得{threshold}技能卡
Mission.json,panel_mission-event-003-mission_8|name,プロデュースでスキルカードを{threshold}回強化しよう,在培育中强化{threshold}次技能卡吧,jp_cn,,在培育中强化{threshold}次技能卡吧,在培育中强化{threshold}次技能卡
Mission.json,panel_mission-event-004-mission_1|name,プロデュースの相談で{threshold}回交換しよう,在培育的咨询中兑换{threshold}次吧,jp_cn,,在培育的咨询中兑换{threshold}次吧,在培育的咨询中兑换{threshold}次
Mission.json,panel_mission-event-004-mission_11|name,プラン：センスのプロデュースを{threshold}回完了しよう,完成{threshold}次方案：感性的培育吧,jp_cn,,完成{threshold}次方案：感性的培育吧,完成{threshold}次方案：感性的培育
Mission.json,panel_mission-event-004-mission_12|name,プラン：ロジックのプロデュースを{threshold}回完了しよう,完成{threshold}次方案：逻辑的培育吧,jp_cn,,完成{threshold}次方案：逻辑的培育吧,完成{threshold}次方案：逻辑的培育
Mission.json,panel_mission-event-004-mission_14|name,プロデュースでスキルカードを{threshold}回強化しよう,在培育中强化{threshold}次技能卡吧,jp_cn,,在培育中强化{threshold}次技能卡吧,在培育中强化{threshold}次技能卡
Mission.json,panel_mission-event-004-mission_15|name,プロデュースを{threshold}回完了しよう,完成{threshold}次培育吧,jp_cn,,完成{threshold}次培育吧,完成{threshold}次培育
Mission.json,panel_mission-event-004-mission_16|name,Pドリンクを合計{threshold}獲得しよう,累计获得{threshold}P饮料吧,jp_cn,,累计获得{threshold}P饮料吧,累计获得{threshold}P饮料
Mission.json,panel_mission-event-004-mission_17|name,プロデュースで体力を合計{threshold}消費しよう,在培育中消费累计{threshold}体力吧,jp_cn,,在培育中消费累计{threshold}体力吧,在培育中消费累计{threshold}体力
Mission.json,panel_mission-event-004-mission_18|name,スキルカードを合計{threshold}獲得しよう,累计获得{threshold}技能卡吧,jp_cn,,累计获得{threshold}技能卡吧,累计获得{threshold}技能卡
Mission.json,panel_mission-event-004-mission_19|name,Pポイントを合計{threshold}獲得しよう,累计获得{threshold}P点数吧,jp_cn,,累计获得{threshold}P点数吧,累计获得{threshold}P点数
Mission.json,panel_mission-event-004-mission_2|name,ボーカルレッスンを{threshold}回クリアしよう,通关{threshold}次歌唱课程吧,jp_cn,,通关{threshold}次歌唱课程吧,通关{threshold}次歌唱课程
Mission.json,panel_mission-event-004-mission_3|name,ダンスレッスンを{threshold}回クリアしよう,通关{threshold}次舞蹈课程吧,jp_cn,,通关{threshold}次舞蹈课程吧,通关{threshold}次舞蹈课程
Mission.json,panel_mission-event-004-mission_4|name,ビジュアルレッスンを{threshold}回クリアしよう,通关{threshold}次视觉课程吧,jp_cn,,通关{threshold}次视觉课程吧,通关{threshold}次视觉课程
Mission.json,panel_mission-event-004-mission_5|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,panel_mission-event-004-mission_6|name,プロデュースで相談を{threshold}回選択しよう,在培育中选择{threshold}次咨询吧,jp_cn,,在培育中选择{threshold}次咨询吧,在培育中选择{threshold}次咨询
Mission.json,panel_mission-event-004-mission_7|name,プロデュースでお出かけを{threshold}回選択しよう,在培育中选择{threshold}次外出吧,jp_cn,,在培育中选择{threshold}次外出吧,在培育中选择{threshold}次外出
Mission.json,panel_mission-event-004-mission_8|name,プロデュースで活動支給を{threshold}回選択しよう,在培育中选择{threshold}次活动支给吧,jp_cn,,在培育中选择{threshold}次活动支给吧,在培育中选择{threshold}次活动支给
Mission.json,panel_mission-event-006-mission_1|name,プロデュースの相談で{threshold}回交換しよう,在培育的咨询中兑换{threshold}次吧,jp_cn,,在培育的咨询中兑换{threshold}次吧,在培育的咨询中兑换{threshold}次
Mission.json,panel_mission-event-006-mission_11|name,プラン：センスのプロデュースを{threshold}回完了しよう,完成{threshold}次方案：感性的培育吧,jp_cn,,完成{threshold}次方案：感性的培育吧,完成{threshold}次方案：感性的培育
Mission.json,panel_mission-event-006-mission_12|name,プラン：ロジックのプロデュースを{threshold}回完了しよう,完成{threshold}次方案：逻辑的培育吧,jp_cn,,完成{threshold}次方案：逻辑的培育吧,完成{threshold}次方案：逻辑的培育
Mission.json,panel_mission-event-006-mission_14|name,プロデュースでスキルカードを{threshold}回強化しよう,在培育中强化{threshold}次技能卡吧,jp_cn,,在培育中强化{threshold}次技能卡吧,在培育中强化{threshold}次技能卡
Mission.json,panel_mission-event-006-mission_15|name,プロデュースを{threshold}回完了しよう,完成{threshold}次培育吧,jp_cn,,完成{threshold}次培育吧,完成{threshold}次培育
Mission.json,panel_mission-event-006-mission_16|name,Pドリンクを合計{threshold}獲得しよう,累计获得{threshold}P饮料吧,jp_cn,,累计获得{threshold}P饮料吧,累计获得{threshold}P饮料
Mission.json,panel_mission-event-006-mission_17|name,プロデュースで体力を合計{threshold}消費しよう,在培育中消费累计{threshold}体力吧,jp_cn,,在培育中消费累计{threshold}体力吧,在培育中消费累计{threshold}体力
Mission.json,panel_mission-event-006-mission_18|name,スキルカードを合計{threshold}獲得しよう,累计获得{threshold}技能卡吧,jp_cn,,累计获得{threshold}技能卡吧,累计获得{threshold}技能卡
Mission.json,panel_mission-event-006-mission_19|name,Pポイントを合計{threshold}獲得しよう,累计获得{threshold}P点数吧,jp_cn,,累计获得{threshold}P点数吧,累计获得{threshold}P点数
Mission.json,panel_mission-event-006-mission_2|name,ボーカルレッスンを{threshold}回クリアしよう,通关{threshold}次歌唱课程吧,jp_cn,,通关{threshold}次歌唱课程吧,通关{threshold}次歌唱课程
Mission.json,panel_mission-event-006-mission_3|name,ダンスレッスンを{threshold}回クリアしよう,通关{threshold}次舞蹈课程吧,jp_cn,,通关{threshold}次舞蹈课程吧,通关{threshold}次舞蹈课程
Mission.json,panel_mission-event-006-mission_4|name,ビジュアルレッスンを{threshold}回クリアしよう,通关{threshold}次视觉课程吧,jp_cn,,通关{threshold}次视觉课程吧,通关{threshold}次视觉课程
Mission.json,panel_mission-event-006-mission_5|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,panel_mission-event-006-mission_6|name,プロデュースで相談を{threshold}回選択しよう,在培育中选择{threshold}次咨询吧,jp_cn,,在培育中选择{threshold}次咨询吧,在培育中选择{threshold}次咨询
Mission.json,panel_mission-event-006-mission_7|name,プロデュースでお出かけを{threshold}回選択しよう,在培育中选择{threshold}次外出吧,jp_cn,,在培育中选择{threshold}次外出吧,在培育中选择{threshold}次外出
Mission.json,panel_mission-event-006-mission_8|name,プロデュースで活動支給を{threshold}回選択しよう,在培育中选择{threshold}次活动支给吧,jp_cn,,在培育中选择{threshold}次活动支给吧,在培育中选择{threshold}次活动支给
Mission.json,panel_mission-event-niv-mission_1|name,最終試験をスコアB+以上で{threshold}回合格しよう,以B+以上分数通过{threshold}次最终考试吧,jp_cn,,以B+以上分数通过{threshold}次最终考试吧,以B+以上分数通过{threshold}次最终考试
Mission.json,panel_mission-event-niv-mission_2|name,最終試験をスコアA以上で{threshold}回合格しよう,以A以上分数通过{threshold}次最终考试吧,jp_cn,,以A以上分数通过{threshold}次最终考试吧,以A以上分数通过{threshold}次最终考试
Mission.json,panel_mission-event-niv-mission_3|name,最終試験をスコアA+以上で{threshold}回合格しよう,以A+以上分数通过{threshold}次最终考试吧,jp_cn,,以A+以上分数通过{threshold}次最终考试吧,以A+以上分数通过{threshold}次最终考试
Mission.json,panel_mission-event-niv-mission_4|name,コンテストのユニット総合力を{threshold}以上にしよう,将竞技场的组合综合实力提升至{threshold}以上吧,jp_cn,,将竞技场的组合综合实力提升至{threshold}以上吧,将竞技场的组合综合实力提升至{threshold}以上
Mission.json,panel_mission-event-niv-mission_5|name,いずれかのアイドルの親愛度Lvを{threshold}にしよう,让任意一位偶像的亲密度Lv达到{threshold}吧,todo/new,让任意一位偶像的亲密度Lv达到{threshold}吧,将任意偶像的亲密度Lv提升至{threshold}吧,将任意偶像的亲密度Lv提升至{threshold}
Mission.json,panel_mission-event-niv-mission_7|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,panel_mission-event-niv-mission_8|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,panel_mission-event-niv-mission_9|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,main_task_group-01-01#6|name,研修を1つクリアしよう,通关1个研修吧,jp_cn,,通关1个研修吧,通关1个研修
Mission.json,main_task_group-01-01#17|name,センスガシャを1回引こう,去感性扭蛋抽卡1次,jp_cn,,去感性扭蛋抽卡1次,去感性扭蛋抽卡1次吧
Mission.json,main_task_group-01-01#22|name,ロジックガシャを1回引こう,去理性扭蛋抽卡1次,jp_cn,,去理性扭蛋抽卡1次,去理性扭蛋抽卡1次吧
Mission.json,main_task_group-01-01#24|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,main_task_group-01-01#27|name,いずれかのアイドルの親愛度Lvを{threshold}にしよう,让任意一位偶像的亲密度Lv达到{threshold}吧,todo/new,让任意一位偶像的亲密度Lv达到{threshold}吧,将任意偶像的亲密度Lv提升至{threshold}吧,将任意偶像的亲密度Lv提升至{threshold}
Mission.json,main_task_group-01-01#30|name,プロデュースに挑戦して評価C+以上を獲得しよう,在培育中挑战获得C+以上的评价吧,jp_cn,,在培育中挑战获得C+以上的评价吧,在培育中挑战获得C+以上的评价
Mission.json,main_task_group-01-01#32|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,main_task_group-01-01#34|name,"プロデュースに挑戦して評価C+以上を獲得しよう
【条件】プラン：センスのプロデュースアイドル","在培育中挑战获得C+以上的评价吧
【条件】方案：感性的培育用偶像",jp_cn,,"在培育中挑战获得C+以上的评价吧
【条件】方案：感性的培育用偶像","在培育中挑战获得C+以上的评价
【条件】方案：感性的培育用偶像"
Mission.json,main_task_group-01-01#37|name,"プロデュースに挑戦して評価C+以上を獲得しよう
【条件】プラン：ロジックのプロデュースアイドル","在培育中挑战获得C+以上的评价吧
【条件】方案：理性的培育用偶像",jp_cn,,"在培育中挑战获得C+以上的评价吧
【条件】方案：理性的培育用偶像","在培育中挑战获得C+以上的评价
【条件】方案：理性的培育用偶像"
Mission.json,main_task_group-01-01#44|name,いずれかのアイドルの親愛度Lvを{threshold}にしよう,让任意一位偶像的亲密度Lv达到{threshold}吧,todo/new,让任意一位偶像的亲密度Lv达到{threshold}吧,将任意偶像的亲密度Lv提升至{threshold}吧,将任意偶像的亲密度Lv提升至{threshold}
Mission.json,main_task_group-01-01#45|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,main_task_group-01-01#48|name,コンテストのユニット総合力を{threshold}以上にしよう,将竞技场的组合综合实力提升至{threshold}以上吧,jp_cn,,将竞技场的组合综合实力提升至{threshold}以上吧,将竞技场的组合综合实力提升至{threshold}以上
Mission.json,main_task_group-01-01#49|name,"プロデュースに挑戦して評価B以上を獲得しよう
【条件】プラン：センスのプロデュースアイドル","在培育中挑战获得B以上的评价吧
【条件】方案：感性的培育用偶像",jp_cn,,"在培育中挑战获得B以上的评价吧
【条件】方案：感性的培育用偶像","在培育中挑战获得B以上的评价
【条件】方案：感性的培育用偶像"
Mission.json,main_task_group-01-01#50|name,"プロデュースに挑戦して評価B以上を獲得しよう
【条件】プラン：ロジックのプロデュースアイドル","在培育中挑战获得B以上的评价吧
【条件】方案：感性的培育用偶像",jp_cn,,"在培育中挑战获得B以上的评价吧
【条件】方案：感性的培育用偶像","在培育中挑战获得B以上的评价
【条件】方案：感性的培育用偶像"
Mission.json,main_task_group-01-01#52|name,サポートカードのLvを{threshold}にしよう,将支援卡的Lv提升至{threshold}吧,jp_cn,,将支援卡的Lv提升至{threshold}吧,将支援卡的Lv提升至{threshold}
Mission.json,main_task_group-01-01#55|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,main_task_group-01-01#59|name,いずれかのアイドルの親愛度Lvを{threshold}にしよう,让任意一位偶像的亲密度Lv达到{threshold}吧,todo/new,让任意一位偶像的亲密度Lv达到{threshold}吧,将任意偶像的亲密度Lv提升至{threshold}吧,将任意偶像的亲密度Lv提升至{threshold}
Mission.json,main_task_group-02-01#1|name,コンテストのユニット総合力を{threshold}以上にしよう,将竞技场的组合综合实力提升至{threshold}以上吧,jp_cn,,将竞技场的组合综合实力提升至{threshold}以上吧,将竞技场的组合综合实力提升至{threshold}以上
Mission.json,main_task_group-02-01#4|name,コンテストでスコアを{threshold}以上獲得しよう,在竞技场中获得{threshold}以上的分数吧,jp_cn,,在竞技场中获得{threshold}以上的分数吧,在竞技场中获得{threshold}以上的分数
Mission.json,main_task_group-02-01#5|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,main_task_group-02-01#7|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,main_task_group-02-01#9|name,スキルカードを{threshold}種類獲得しよう,获得{threshold}种技能卡吧,jp_cn,,获得{threshold}种技能卡吧,获得{threshold}种技能卡
Mission.json,main_task_group-02-01#10|name,プロデュースに挑戦して評価B+以上を獲得しよう,在培育中挑战获得B+以上的评价吧,jp_cn,,在培育中挑战获得B+以上的评价吧,在培育中挑战获得B+以上的评价
Mission.json,main_task_group-02-01#12|name,お仕事を合計{threshold}時間しよう,进行累计{threshold}小时的工作吧,jp_cn,,进行累计{threshold}小时的工作吧,进行累计{threshold}小时的工作
Mission.json,main_task_group-02-01#13|name,"プロデュースに挑戦して評価B+以上を獲得しよう
【条件】プラン：センスのプロデュースアイドル","在培育中挑战获得B+以上的评价吧
【条件】方案：感性的培育用偶像",jp_cn,,"在培育中挑战获得B+以上的评价吧
【条件】方案：感性的培育用偶像","在培育中挑战获得B+以上的评价
【条件】方案：感性的培育用偶像"
Mission.json,main_task_group-02-01#14|name,"プロデュースに挑戦して評価B+以上を獲得しよう
【条件】プラン：ロジックのプロデュースアイドル","在培育中挑战获得B+以上的评价吧
【条件】方案：理性的培育用偶像",jp_cn,,"在培育中挑战获得B+以上的评价吧
【条件】方案：理性的培育用偶像","在培育中挑战获得B+以上的评价
【条件】方案：理性的培育用偶像"
Mission.json,main_task_group-02-01#15|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,main_task_group-02-01#18|name,サポートカードのLvを{threshold}にしよう,将支援卡的Lv提升至{threshold}吧,jp_cn,,将支援卡的Lv提升至{threshold}吧,将支援卡的Lv提升至{threshold}
Mission.json,main_task_group-02-01#20|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,main_task_group-02-01#21|name,コンテストでスコアを{threshold}以上獲得しよう,在竞技场中获得{threshold}以上的分数吧,jp_cn,,在竞技场中获得{threshold}以上的分数吧,在竞技场中获得{threshold}以上的分数
Mission.json,main_task_group-02-01#22|name,コンテストのユニット総合力を{threshold}以上にしよう,将竞技场的组合综合实力提升至{threshold}以上吧,jp_cn,,将竞技场的组合综合实力提升至{threshold}以上吧,将竞技场的组合综合实力提升至{threshold}以上
Mission.json,main_task_group-02-01#23|name,スキルカードを{threshold}種類獲得しよう,获得{threshold}种技能卡吧,jp_cn,,获得{threshold}种技能卡吧,获得{threshold}种技能卡
Mission.json,main_task_group-02-01#31|name,コンテストでスコアを{threshold}以上獲得しよう,在竞技场中获得{threshold}以上的分数吧,jp_cn,,在竞技场中获得{threshold}以上的分数吧,在竞技场中获得{threshold}以上的分数
Mission.json,main_task_group-02-01#35|name,プロデューサーLv{threshold}に到達しよう,让制作人等级达到Lv{threshold}吧,todo/new,让制作人等级达到Lv{threshold}吧,到达制作人Lv{threshold}吧,到达制作人Lv{threshold}
Mission.json,main_task_group-02-01#38|name,コンテストのユニット総合力を{threshold}以上にしよう,将竞技场的组合综合实力提升至{threshold}以上吧,jp_cn,,将竞技场的组合综合实力提升至{threshold}以上吧,将竞技场的组合综合实力提升至{threshold}以上
Mission.json,main_task_group-02-01#49|name,コンテストでスコアを{threshold}以上獲得しよう,在竞技场中获得{threshold}以上的分数吧,jp_cn,,在竞技场中获得{threshold}以上的分数吧,在竞技场中获得{threshold}以上的分数
Mission.json,main_task_group-02-01#50|name,スキルカードを{threshold}種類獲得しよう,获得{threshold}种技能卡吧,jp_cn,,获得{threshold}种技能卡吧,获得{threshold}种技能卡
Mission.json,main_task_group-02-01#52|name,お仕事を合計{threshold}時間しよう,进行累计{threshold}小时的工作吧,jp_cn,,进行累计{threshold}小时的工作吧,进行累计{threshold}小时的工作
